"","Study_ID","PID1_1","PID2_1","PID3_1","PID4_1","PID5_1","PID6_1","PID7_1","PID8_1","PID9_1","PID10_1","PID11_1","PID12_1","PID13_1","PID14_1","PID15_1","PID16_1","PID17_1","PID18_1","PID19_1","PID20_1","PID21_1","PID22_1","PID23_1","PID24_1","PID25_1","Age","Gender","Ethnicity"
"239","615","1","1","3","3","3","3","1","4","4","2","1","4","4","1","1","3","1","1","1","1","1","1","1","1","1","21","2","1"
"240","566","3","2","3","3","3","2","3","3","2","3","3","1","4","2","3","3","2","2","4","3","4","3","2","2","3","20","1","7"
"241","617","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"242","625","1","2","2","3","2","3","3","4","3","3","3","2","3","2","3","3","1","2","2","1","3","2","2","2","2","20","2","6"
"243","19688","3","1","1","1","1","1","4","1","1","1","","","3","1","1","1","1","1","","","","","1","","","18","1","6"
"244","629","3","3","3","1","2","3","1","2","2","2","1","1","2","1","2","1","1","1","3","2","1","2","1","1","3","19","2","2"
"245","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"246","618","","1","3","1","1","1","1","3","4","3","1","","3","1","2","1","1","2","1","1","1","1","1","1","1","24","2","2"
"247","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249","630","4","3","4","4","2","3","4","4","4","2","4","2","1","1","2","1","1","1","2","4","4","1","4","1","1","18","2",""
"250","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251","636","1","1","2","3","","1","1","1","3","2","1","1","2","1","1","1","3","1","3","3","1","2","1","1","3","","2","2"
"252","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253","20233","2","3","3","4","2","2","3","3","2","3","3","3","3","3","2","4","1","4","2","2","3","2","3","3","1","","2","7"
"254","639","1","2","3","3","2","1","3","4","4","4","3","2","3","1","3","1","1","1","3","1","3","1","1","1","1","19","1","6,7"
"255","643","1","1","1","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","20","2","2"
"256","642","1","2","2","2","1","1","3","1","1","1","1","1","1","2","1","1","1","1","2","1","3","1","1","1","2","20","1","2"
"257","635","3","4","3","3","2","4","4","3","1","2","1","1","2","2","4","4","1","3","2","2","3","3","3","3","3","19","2","7"
"258","631","3","2","3","4","3","3","3","4","4","4","2","3","4","1","4","3","1","3","4","1","4","1","3","4","1","","1","7"
"259","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260","542","1","1","1","2","1","2","","4","3","2","1","1","2","2","2","4","1","2","2","2","4","1","4","1","1","19","2","2"
"261","655","1","1","1","1","1","1","1","2","3","2","2","3","3","1","1","1","1","1","1","1","1","1","1","1","1","22","2","7"
"262","661","2","1","1","3","1","2","3","4","2","3","1","1","2","1","2","2","1","2","2","1","3","1","2","2","1","18","2","7"
"263","660","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","2","7"
"264","665","1","2","3","2","1","3","2","3","2","3","2","1","3","2","3","1","1","2","2","1","2","1","3","1","1","21","1","1,6"
"265","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266","662","1","2","2","3","1","1","1","1","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","2","1"
"267","664","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"268","668","1","2","1","3","2","2","3","4","3","3","3","2","4","2","3","3","1","4","2","1","3","2","3","3","2","18","2","2"
"269","999","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270","688","1","2","1","2","1","1","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","3","2","2","2","21","2","2,6"
"271","687","1","3","2","4","1","2","4","4","4","4","4","2","4","2","3","4","1","2","4","2","4","1","4","4","1","18","2","2"
"272","680","1","2","2","3","1","1","2","4","4","4","3","1","","1","3","1","1","2","4","1","2","1","4","3","1","18","2","7"
"273","675","4","3","4","2","4","4","2","2","4","1","4","1","2","1","2","1","1","1","2","1","1","1","2","2","1","20","2","2"
"274","674","1","2","1","3","1","1","2","3","3","3","1","1","2","1","1","1","1","1","2","1","2","1","2","3","1","18","2","2"
"275","695","1","2","3","3","1","3","2","2","1","2","3","3","2","2","1","2","2","1","3","3","2","1","3","3","1","18","2","6"
"276","698","3","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","3","2","2","3","3","3","2","18","2","2"
"277","681","2","2","1","2","1","1","3","4","2","3","1","4","2","1","3","2","1","1","1","1","4","2","2","3","2","18","2","2"
"278","696","1","1","3","3","1","3","2","4","4","4","2","2","2","2","3","3","1","3","1","1","2","1","3","3","1","21","2","7"
"279","692","2","3","2","2","1","2","3","4","4","4","2","1","3","2","4","3","1","3","1","1","3","2","4","3","1","18","2","2"
"280","706","4","3","3","4","4","2","3","1","1","1","2","1","4","1","2","3","4","1","1","3","2","4","1","1","4","18","1","6"
"281","733","2","3","2","3","3","2","2","2","1","1","1","1","3","1","1","2","3","2","1","2","3","1","2","1","1","","1","7"
"282","748","1","2","1","3","1","1","1","2","1","1","3","1","3","1","3","1","1","1","2","1","3","1","3","1","1","","2","7"
"283","704","2","3","2","1","2","3","3","3","2","3","2","1","4","2","3","3","1","1","1","1","2","1","3","2","1","","2","2"
"284","753","1","1","1","2","1","2","3","2","4","4","2","3","1","1","2","1","1","1","2","2","2","1","3","2","1","18","2","6"
"285","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"286","723","3","3","3","2","2","4","2","2","4","4","3","2","2","3","3","3","2","3","4","3","3","2","3","4","3","18","2","6"
"287","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"288","697","3","2","4","4","2","3","4","4","4","4","4","2","2","1","2","3","1","2","4","4","4","2","3","3","2","18","2","2"
"289","764","1","1","2","4","1","1","4","3","3","2","4","4","1","1","3","1","1","3","2","3","4","1","1","4","1","18","2",""
"290","767","1","3","3","3","1","1","2","4","3","4","2","3","2","2","3","3","1","1","2","1","3","1","4","3","1","18","2","6"
"291","690","2","1","3","3","1","1","1","1","4","2","2","1","4","1","3","1","1","1","2","1","1","1","1","1","1","","2","6"
"292","707","2","3","2","3","2","4","2","4","2","4","3","1","2","2","3","2","1","1","3","1","3","3","4","3","3","","2","2"
"293","768","3","3","3","4","2","2","2","2","3","2","2","3","3","2","3","2","3","2","3","2","3","2","2","2","2","19","2","2"
"294","710","2","3","3","1","2","1","3","2","4","2","2","1","2","1","2","1","1","1","3","2","3","1","1","1","1","18","2","6,7"
"295","769","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","18","2","6"
"296","720","1","1","1","3","1","2","1","3","3","3","2","1","1","1","2","2","1","3","3","2","1","1","1","1","1","19","2","7"
"297","762","3","3","3","3","3","4","3","3","3","3","3","1","3","2","3","2","1","3","3","2","3","1","3","3","1","18","1","2"
"298","22970","3","2","2","3","3","2","2","3","1","2","2","3","2","3","2","3","3","2","3","2","2","3","2","2","3","18","2","1,2,6"
"299","775","3","2","3","3","2","2","3","1","2","3","2","4","1","1","1","1","1","2","2","3","3","2","4","3","2","18","1","6"
"300","743","3","3","1","1","1","1","1","4","2","2","1","1","1","1","2","3","1","1","1","1","1","1","1","1","1","20","2","2"
"301","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"302","719","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18","2","1"
"303","746","1","1","1","3","1","1","2","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18","2","6"
"304","747","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"305","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"306","745","3","3","2","4","3","2","4","2","1","3","1","2","3","1","3","4","2","3","3","1","3","3","4","4","3","18","2","2,7"
"307","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"308","737","1","2","1","1","1","1","2","4","2","3","1","1","3","2","2","3","2","1","2","2","2","1","2","1","2","18","2","6"
"309","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310","718","1","1","1","2","1","4","1","4","4","4","2","1","2","1","3","2","1","1","3","2","1","1","1","2","1","18","2","1"
"311","726","1","1","3","4","1","1","3","3","2","3","3","3","4","3","3","4","1","1","3","2","3","2","3","4","3","","2","7"
"312","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"313","765","1","2","2","3","1","2","3","2","3","4","1","1","1","1","2","1","1","1","4","1","3","1","1","1","1","19","1","3"
"314","787","2","2","2","2","2","2","3","2","2","2","2","3","4","3","2","3","2","3","2","2","3","2","3","3","2","18","1","2"
"315","766","1","3","3","2","2","3","3","3","1","3","1","1","1","1","1","1","1","1","3","1","3","1","2","2","1","18","2","2"
"316","741","1","1","1","1","1","1","2","3","3","3","2","1","1","1","3","1","2","1","3","3","2","3","4","3","2","18","2","2"
"317","779","1","1","2","3","1","2","2","3","2","3","2","1","2","1","1","1","1","1","4","1","2","2","2","2","3","18","2","1"
"318","798","1","1","1","1","2","1","3","4","4","3","2","1","1","1","1","1","1","1","2","","","1","1","1","1","18","2","2,6"
"319","795","1","1","2","2","","2","3","1","1","2","3","1","4","1","2","4","2","1","4","2","4","1","4","2","1","18","1","6"
"320","742","1","2","2","3","1","1","1","3","2","2","2","1","1","2","1","2","1","1","2","1","1","1","1","2","1","","2","2"
"321","1005199447","2","3","3","2","1","1","4","3","4","2","1","3","3","3","1","2","1","1","2","1","4","1","2","4","4","","1","2"
"322","805","2","2","2","1","3","2","3","2","3","3","3","2","2","1","3","1","2","1","4","2","2","3","3","3","2","18","2","2,7"
"323","750","1","1","2","3","2","2","2","2","","3","2","1","2","1","1","1","1","2","1","1","1","1","1","1","1","19","1","2"
"324","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325","803","3","3","1","3","1","1","1","1","3","1","1","4","1","1","1","1","1","3","1","3","2","4","2","1","4","20","1","7"
"326","789","2","2","3","2","3","2","2","2","2","3","2","2","2","2","3","3","1","1","3","2","3","2","3","2","1","22","2","7"
"327","801","1","1","1","2","1","2","2","3","1","1","2","2","3","1","2","1","1","3","2","1","2","1","2","1","1","","2","2"
"328","810","3","3","3","3","2","3","3","3","3","3","3","3","4","2","3","3","1","3","1","1","2","1","1","1","1","18","2","2"
"329","813","1","1","1","3","1","2","1","3","1","1","1","1","4","2","2","4","1","4","1","1","1","1","1","3","1","19","2","7"
"330","821","1","2","3","3","1","2","2","4","4","4","2","1","1","1","2","3","1","3","3","2","2","1","2","2","1","18","2","2"
"331","783","1","1","1","1","1","1","2","3","1","2","1","1","3","1","1","2","1","1","1","1","1","1","4","2","1","21","2","2"
"332","776","1","3","2","1","1","2","2","3","3","2","2","1","1","1","3","1","1","1","2","1","3","1","4","3","1","18","2","6"
"333","823","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","19","1","2"
"334","797","1","1","1","1","1","2","2","3","2","1","2","1","1","2","3","2","1","2","1","1","2","1","2","2","1","18","2","7"
"335","818","1","1","1","2","1","1","3","2","1","2","1","1","1","1","2","1","1","1","1","1","1","1","3","1","1","18","1","2"
"336","23419","2","4","3","4","3","4","3","3","3","4","3","4","3","2","3","3","1","2","2","1","3","3","4","4","3","","2","2"
"337","807","3","3","3","4","2","4","3","4","4","1","2","1","3","1","4","3","1","4","3","1","4","3","2","4","2","","",""
"338","804","3","4","4","3","4","4","4","3","2","3","4","1","4","1","2","3","1","1","2","1","3","2","4","4","2","18","1","2"
"339","824","1","2","2","3","1","1","2","4","3","2","2","1","2","2","3","3","1","1","2","1","2","1","1","2","1","18","2","6"
"340","827","1","2","2","4","1","4","4","4","2","1","4","2","4","3","3","4","1","3","1","1","2","1","4","4","1","18","2","7"
"341","811","2","2","1","1","1","1","2","3","4","2","2","1","2","3","2","3","1","2","1","1","2","3","3","1","1","19","2","2"
"342","815","1","1","2","1","1","3","2","2","2","4","2","1","2","1","3","1","1","3","2","2","2","1","3","1","1","19","1","3"
"343","786","4","4","3","2","2","3","2","2","2","2","3","2","3","2","2","2","3","3","3","3","4","4","4","3","4","18","2","1"
"344","826","1","3","2","4","1","3","4","2","2","3","2","3","3","2","2","3","1","2","3","1","4","1","3","4","3","18","2","7"
"345","22965","1","1","1","1","1","1","2","2","4","2","1","1","1","1","3","1","1","2","3","2","3","1","2","2","1","18","2","6,7"
"346","806","1","1","1","3","1","2","2","1","2","1","1","2","3","3","1","4","2","3","1","2","2","2","1","1","1","18","2","1,3"
"347","782","1","1","","3","2","3","3","4","3","4","3","1","3","2","3","1","1","1","3","2","2","2","3","1","1","18","2","2"
"348","844","1","1","1","4","2","3","4","4","4","1","2","2","4","3","3","3","1","4","1","2","4","1","2","3","1","18","2","2"
"349","843","1","1","1","1","1","1","1","2","2","3","2","1","3","2","1","3","1","1","1","1","2","2","3","3","1","19","2","2"
"350","840","2","3","3","3","2","2","3","3","3","4","2","3","1","1","2","2","2","2","2","3","4","2","4","3","3","21","1","2"
"351","794","1","1","1","2","1","1","1","3","1","1","1","1","1","3","3","1","2","1","1","1","1","1","2","1","1","","1","6"
"352","838","2","3","3","3","4","3","3","3","3","2","3","2","3","2","3","3","2","2","2","2","3","2","3","2","2","18","2","7"
"353","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"354","831","1","1","2","1","1","1","2","3","3","4","2","1","1","1","2","1","1","1","3","2","4","1","1","2","1","18","2","2"
"355","833","1","3","3","2","3","1","3","4","4","4","3","3","1","1","3","1","1","1","4","1","2","1","4","2","1","18","2","6"
"356","820","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"357","834","3","2","2","2","3","2","4","2","4","3","3","4","4","1","2","1","1","1","4","2","4","1","4","3","1","18","2","2"
"358","23484","2","2","2","1","4","2","2","1","2","1","1","3","1","1","1","2","1","1","1","1","2","1","2","4","1","","1","2"
"359","791","2","2","2","1","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18","2","7"
"360","780","1","3","3","3","2","3","2","4","4","4","3","1","1","1","3","1","1","4","3","2","2","1","3","3","1","18","2","6"
"361","747","1","2","1","2","1","1","2","2","3","2","1","1","1","4","2","3","2","1","1","1","1","2","2","2","2","18","2","6"
"362","857","1","1","1","2","1","2","3","1","2","3","3","1","2","1","2","2","2","3","4","1","2","3","2","1","4","18","2","6"
"363","23601","1","1","2","3","2","3","2","3","4","2","1","1","2","2","3","1","2","2","2","3","3","1","3","2","1","18","2","2"
"364","897","1","3","3","3","1","2","2","4","3","3","3","1","3","1","4","3","1","1","2","1","1","2","2","3","2","18","2","2"
"365","1005595526","1","1","2","4","1","1","4","4","1","1","1","1","4","1","2","1","1","4","1","1","1","1","3","2","1","18","1","7"
"366","894","3","4","4","3","2","3","3","3","4","4","4","3","3","2","3","3","1","3","2","2","3","2","4","3","1","","2","2"
"367","885","2","2","4","3","1","4","3","4","3","4","4","1","3","1","2","1","1","3","3","1","3","1","2","4","1","19","2","2"
"368","889","2","3","3","1","1","1","1","2","2","3","1","1","1","1","2","1","1","1","3","1","1","1","2","1","1","18","2","6"
"369","842","2","3","3","2","1","1","2","4","3","3","2","1","4","1","4","1","2","1","3","1","2","1","3","3","1","","2","2"
"370","819","4","4","3","4","3","2","1","4","4","4","3","1","2","3","4","4","1","3","3","1","3","1","4","4","2","19","2","6"
"371","969","1","1","1","2","1","1","1","2","1","3","2","1","1","2","4","3","1","3","1","1","1","1","2","1","1","19","2","2"
"372","877","1","1","1","1","1","1","2","2","3","4","2","1","2","1","2","1","1","2","2","2","3","3","2","2","3","18","1","2"
"373","955","3","2","2","1","1","1","1","3","3","2","1","1","4","3","3","2","1","3","1","3","2","1","1","2","2","18","2","2"
"374","916","1","2","1","3","1","1","2","4","4","4","3","3","1","3","3","2","2","2","4","1","1","1","3","1","2","18","2","6"
"375","24126","3","2","2","4","2","3","2","4","4","4","3","1","3","1","2","2","1","4","3","1","2","2","1","3","1","19","2","6"
"376","923","1","2","2","1","1","1","1","2","4","3","3","1","1","1","4","1","2","2","3","2","1","1","1","1","1","","1","2"
"377","905","1","2","1","2","2","4","2","2","4","3","2","1","2","2","2","2","1","1","3","2","2","1","3","3","1","18","1","7"
"378","920","2","3","3","2","2","1","2","1","3","1","2","1","3","1","3","3","1","1","1","1","2","1","3","3","1","","2","2"
"379","861","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","21","1","7"
"380","961","2","3","2","3","2","2","2","3","3","3","3","1","1","1","4","1","2","1","3","1","2","1","3","1","1","18","2","7"
"381","931","1","2","2","3","1","2","3","3","2","3","2","2","2","3","1","2","1","2","3","1","3","1","2","2","1","18","2","7"
"382","848","2","3","2","4","2","4","4","2","3","2","4","2","2","2","3","2","2","2","3","2","3","2","1","2","2","18","2","6"
"383","925","1","2","1","3","1","1","1","4","4","4","1","1","1","2","3","1","1","1","3","1","1","2","1","1","2","18","2","2"
"384","910","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","19","2","2"
"385","849","2","2","2","2","1","1","3","4","4","4","4","4","3","2","2","1","1","1","2","1","4","1","1","1","1","","2","7"
"386","906","3","2","4","2","1","2","2","3","3","3","2","1","1","1","2","1","1","1","1","1","3","1","3","3","2","","2","2"
"387","926","3","3","3","","3","2","4","3","3","1","2","2","2","1","3","3","3","1","1","1","2","2","2","2","2","19","2","7"
"388","874","1","2","2","1","1","1","2","1","1","2","1","1","1","1","2","3","1","2","1","1","1","1","3","3","1","","1","7"
"389","898","1","1","1","1","1","3","2","1","1","1","1","1","2","1","3","2","1","1","1","1","1","1","3","1","1","18","2","7"
"390","934","3","3","3","4","2","1","4","1","1","1","1","2","3","2","2","3","3","3","1","1","4","2","4","2","3","18","1","2"
"391","24167","1","1","1","1","1","1","1","3","2","3","3","1","1","1","1","1","1","1","1","1","1","1","3","1","1","18","2","1"
"392","936","2","4","3","2","3","2","2","2","1","4","2","2","3","1","2","2","1","3","2","1","2","3","4","2","3","18","1","2"
"393","922","3","2","1","1","2","3","3","2","1","1","2","1","1","2","1","2","1","3","2","1","2","1","3","1","1","","2","2"
"394","957","1","2","2","4","2","2","4","4","3","1","4","4","3","4","4","4","1","1","2","1","4","2","4","3","2","18","2","2"
"395","881","3","2","2","4","3","2","3","3","1","2","1","1","3","1","1","3","1","2","2","1","2","1","3","1","1","","1","1"
"396","910","1","2","1","3","2","3","3","2","2","2","1","1","3","1","1","1","1","3","2","1","3","1","2","3","2","35","1","7"
"397","878","1","1","1","1","1","1","2","4","4","3","2","1","4","2","2","2","1","1","1","1","4","1","2","2","1","18","2","7"
"398","930","2","2","3","2","3","4","3","3","2","3","3","2","2","1","2","2","1","2","1","2","2","2","2","1","1","18","1","7"
"399","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"400","890","1","1","2","2","1","3","3","4","3","4","3","2","3","1","2","3","1","1","3","3","2","2","4","4","1","18","2","2"
"401","892","2","3","1","2","1","1","2","2","1","2","2","2","3","1","3","4","1","1","2","1","3","1","2","2","2","18","2","2"
"402","903","1","3","3","2","1","3","2","3","3","1","2","1","4","1","2","2","1","1","3","1","3","1","2","1","1","18","2","2"
"403","858","2","2","2","3","1","1","1","3","2","4","2","3","3","2","3","3","3","2","4","3","2","3","1","2","3","18","2","6"
"404","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"405","880","4","3","4","4","4","4","4","2","3","3","4","3","2","1","3","4","3","2","4","3","4","3","4","4","4","18","1","2"
"406","879","2","2","2","2","3","4","3","2","2","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18","2","1"
"407","948","1","1","3","1","1","3","2","3","1","1","2","1","4","2","2","3","3","1","2","1","1","1","1","1","1","19","1","6"
"408","961","1","1","1","2","2","3","2","2","3","3","3","2","2","2","2","3","2","2","2","2","2","2","2","2","2","","1","7"
"409","913","1","1","1","1","1","2","1","1","3","4","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","19","2","2"
"410","912","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18","2","2"
"411","869","3","3","2","2","3","2","2","3","3","3","3","1","1","1","3","3","1","2","3","2","1","1","2","2","1","18","2","3"
"412","875","1","2","1","1","1","1","1","1","1","2","1","1","2","1","2","2","2","1","1","1","1","1","1","1","1","","1","6"
"413","1000549926","2","1","2","2","","3","","3","2","2","4","2","","1","1","2","2","1","","4","3","2","1","1","","23","2","7"
"414","1010","1","2","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","18","1","2"
"415","100498678","2","3","4","4","3","2","4","4","4","3","4","1","1","3","3","1","1","1","4","2","4","2","4","4","4","","2","6"
"416","947","1","3","3","2","3","3","2","3","4","3","3","1","3","1","2","2","1","3","3","1","2","2","3","1","2","18","2","6"
"417","993","1","2","4","3","4","3","4","4","3","4","3","1","1","3","3","4","1","2","1","1","2","3","2","2","1","18","2","2,5"
"418","865","3","3","2","3","1","2","3","2","2","2","2","2","2","2","2","3","1","3","4","2","3","1","3","2","1","","2","1,6,7"
"419","987","1","2","2","3","2","3","3","3","3","3","3","1","4","1","2","2","1","2","3","1","2","1","3","1","1","18","2","2"
"420","859","3","3","2","2","2","2","2","2","2","3","1","1","2","1","1","1","1","1","2","2","1","1","1","1","2","","1","2"
"421","977","1","1","1","2","1","2","3","4","2","2","3","2","3","2","2","3","1","3","1","1","2","1","3","2","1","18","2","2"
"422","973","2","3","3","1","1","3","2","3","2","1","3","1","1","1","1","1","1","1","3","2","3","2","2","1","2","18","2","2"
"423","914","1","1","2","1","3","1","2","4","3","4","3","1","1","1","1","1","1","1","2","1","3","1","1","2","1","19","1","7"
"424","980","3","3","4","3","3","4","2","3","4","3","3","3","3","2","2","3","1","4","3","2","4","3","4","4","3","18","2","2"
"425","1021","1","1","1","1","1","1","1","4","3","1","4","1","1","1","3","1","3","2","2","1","1","1","3","1","1","18","2","2"
"426","908","2","2","1","3","2","1","1","1","1","1","2","1","2","1","3","3","1","2","1","1","1","1","2","1","1","","2","7"
"427","982","3","2","3","","1","3","2","4","3","3","2","1","3","1","3","3","3","3","2","3","2","2","3","1","4","","1","6"
"428","938","2","2","1","2","1","4","3","3","3","3","3","1","2","3","2","4","1","3","2","1","1","1","3","2","1","18","2","2"
"429","943","1","2","2","3","2","3","3","4","2","3","2","2","2","1","2","2","1","2","1","1","3","1","2","2","2","","2","2"
"430","994","1","1","1","1","1","1","1","1","1","1","2","1","1","1","4","2","1","1","1","1","1","1","1","1","1","18","2","6"
"431","945","1","1","1","1","1","1","1","4","4","1","4","1","3","1","1","1","1","1","1","1","1","1","4","1","1","","2","1"
"432","983","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18","2","2"
"433","965","3","2","2","1","3","3","2","3","3","1","3","1","1","2","2","2","1","2","3","1","2","2","3","3","2","18","1","2,5"
"434","995","3","2","2","3","3","3","3","3","3","2","3","2","3","1","2","2","1","3","2","1","3","2","3","1","1","19","2","2"
"435","988","2","3","3","2","3","3","1","3","3","3","3","1","1","1","2","2","1","2","3","1","2","1","2","1","1","19","1","7"
"436","891","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","2","2","3","","1","6"
"437","985","1","2","3","2","2","3","3","3","1","1","1","1","2","1","2","1","1","2","1","1","1","1","3","2","1","18","2","1"
"438","984","2","2","3","1","1","3","2","1","1","1","1","1","2","1","1","1","1","1","2","1","1","1","3","1","1","18","2","7"
"439","933","1","2","2","2","1","3","2","3","2","3","2","2","1","2","1","2","1","2","3","1","2","1","3","3","2","18","2","2"
"440","822","2","3","3","4","3","4","3","3","4","3","4","3","3","","2","3","1","2","3","1","3","3","3","3","2","19","2","1,2"
"441","968","1","1","2","1","1","2","1","4","1","3","1","2","3","1","3","3","2","1","3","1","1","1","2","1","1","18","2","1"
"442","996","4","4","4","4","4","4","2","1","1","1","2","1","3","1","3","3","4","2","1","2","3","2","4","3","2","","1","1"
"443","1004821534","2","1","1","1","1","1","1","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","22","1","3"
"444","899","1","1","2","1","1","1","1","3","3","3","2","1","3","1","3","4","1","1","2","1","1","1","3","2","1","18","2","2"
"445","860","1","1","1","2","1","2","3","4","3","3","3","1","1","1","1","3","1","2","1","1","3","1","4","2","1","19","2","2"
"446","1023","2","2","2","4","2","3","4","4","3","3","3","","1","2","3","3","1","1","3","2","3","2","3","3","2","20","2","6"
"447","1011","2","1","1","3","2","1","1","","3","4","2","1","2","1","3","2","1","1","2","1","2","1","4","3","1","","2","7"
"448","976","2","2","2","3","2","3","3","3","2","3","2","2","3","3","3","3","2","3","2","2","2","2","3","2","2","20","2","6"
"449","997","1","2","1","4","1","2","4","3","1","3","2","2","2","1","3","2","4","2","2","2","4","1","4","2","3","18","1","2"
"450","1008","2","2","3","2","2","3","3","3","4","2","3","2","2","2","1","2","1","1","2","1","3","1","4","2","1","18","2","2"
"451","1045","1","1","1","2","1","3","2","4","4","2","2","1","2","1","3","1","1","2","1","1","1","1","2","2","1","18","2","2"
"452","979","2","2","1","1","1","1","1","2","1","1","1","1","3","1","1","1","1","1","2","1","1","1","2","2","1","18","2","1"
"453","944","3","4","4","4","3","4","3","4","4","4","4","2","1","1","2","2","1","3","4","1","1","1","4","4","1","18","2","2"
"454","1001","2","2","1","4","2","2","3","4","3","3","3","4","3","2","4","3","1","2","2","1","4","2","3","3","1","18","2","1,2"
"455","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"456","863","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"457","1000","1","1","1","1","1","1","1","3","3","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18","2","1"
"458","900","2","1","2","2","1","1","3","3","1","1","2","3","3","2","3","4","1","3","1","2","3","1","2","3","1","18","2","2,7"
"459","850","3","3","3","3","4","4","4","4","3","4","2","3","3","2","3","3","1","2","2","1","4","1","3","4","1","18","1","6"
"460","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"461","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"462","929","1","1","1","1","1","2","2","1","1","3","2","1","1","1","1","1","1","2","3","1","3","1","1","1","2","18","1","3,6"
"463","975","1","1","2","2","3","3","3","3","1","2","4","2","4","1","4","1","2","3","1","1","3","1","4","2","1","18","2","7"
"464","868","2","3","3","2","2","3","2","2","2","2","2","2","2","2","2","3","3","3","2","3","2","3","3","2","3","18","1","1,3,5"
"465","1039","3","3","3","4","3","4","4","4","2","2","2","3","2","2","4","2","2","4","2","3","4","1","3","3","1","18","1","2,6"
"466","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"467","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"468","1043","1","2","3","","2","2","2","2","2","1","3","1","1","2","1","2","1","1","1","1","1","1","1","1","1","20","2","2"
"469","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"470","972","2","1","3","3","1","2","2","1","2","1","1","1","1","1","2","2","4","4","1","1","2","1","2","2","3","21","2","2"
"471","24561","3","1","3","3","1","3","3","4","3","4","2","2","3","1","1","1","1","1","3","1","2","1","4","3","1","","2","7"
"472","959","1","2","1","2","1","1","3","2","1","1","1","1","4","1","1","4","1","1","1","1","3","1","2","1","1","18","2","7"
"473","986","1","3","3","3","1","1","3","4","2","4","3","3","2","1","2","2","1","3","2","1","3","1","3","3","1","18","2","7"
"474","902","1","1","2","3","1","1","4","4","4","1","4","1","4","4","4","4","1","2","1","1","4","1","4","2","1","18","2","7"
